
|neutral|,2019-02-12 ,b' Third Point\xe2\x80\x99s sells outweigh its buys https://t.co/2KEUJWixMM  $UTX $BABA $MSFT https://t.co/n253GSATIp',0.0

|positive|,2019-02-12 ,b' U.S. #Technology Sector Setting Up for a Momentum Breakout Move....Here are a number of news factors which support\xe2\x80\xa6 https://t.co/73n4WemkXb',2.0

|positive|,2019-02-12 ,b' From today. $AAPL is very smart about this.  $MSFT didn\xe2\x80\x99t have protective moat. https://t.co/wyfSb38FMb',1.0

|positive|,2019-02-12 ,b' RT @realsheepwolf: \xf0\x9f\xa6\x84 $FUSZD: MAKING A STRONG MOVE BACK UP THE CHART \xe2\x9c\x85HUGE GLOBAL PARTNERS @Microsoft @salesforce @Oracle @Adobe  \xe2\x9c\x85UPLISTING\xe2\x80\xa6',3.0

|positive|,2019-02-12 ,"b' RT @vulken17: $DRUS Great comprehensive updates. Restructed debt, increasing margins of 25%, with an upcoming symbol cusip change hence a m\xe2\x80\xa6'",3.0

|positive|,2019-02-12 ,"b' RT @vulken17: $DRUS Great comprehensive updates. Restructed debt, increasing margins of 25%, with an upcoming symbol cusip change hence a m\xe2\x80\xa6'",3.0

|neutral|,2019-02-12 ,"b' $MSFT - ""Increasingly, Azure\'s pipeline is balanced between net new and migration, and Microsoft is now seeing the\xe2\x80\xa6 https://t.co/Tegkap8N3u'",0.0

<<<<<<< HEAD
=======
|negative|,2019-02-12 ,b' $MSFT still stuck within tight trading range: https://t.co/cQt1eJeVgI Sentiment: Neutral #MSFT #Microsoft',-2.0

>>>>>>> 7df41df94db234ca11ec49826c1af49c4082c227
|negative|,2019-02-12 ,b' Day 29 small account options challenge. Finally out of the loosing $MSFT trade for a 51% loss. That took a hit on m\xe2\x80\xa6 https://t.co/qCaPGzaXzn',-4.0

|positive|,2019-02-12 ,b' $MSFT $GS Google&amp;aposs New Cloud Boss Targets Old Issue: Selling to Big Firms via https://t.co/jURZDymPXI',1.0

|positive|,2019-02-12 ,b' Weekly Stock Market Review: Week #7 Top Stock Picks  https://t.co/4m8ovplDOo  #stockstowatch $MSFT $MU $NFLX $AAPL\xe2\x80\xa6 https://t.co/eFEwfOyOeH',2.0

|positive|,2019-02-12 ,"b"" today was an utter grind. Will review MU trade as i should've held the few thousand shares i had for a bigger gain\xe2\x80\xa6 https://t.co/6MNXd7B73g""",3.0

|positive|,2019-02-12 ,b' U.S. #Technology Sector Setting Up for a Momentum Breakout Move....Here are a number of news factors which support\xe2\x80\xa6 https://t.co/RP27d1JQHr',2.0

|positive|,2019-02-12 ,b' RT @realsheepwolf: \xf0\x9f\xa6\x84 $FUSZD MERGING WITH SOUND CONCEPTS THIS MONTH \xe2\x9c\x85$15M REVENUE \xe2\x9c\x85CASH FLOW POSITIVE~~CLEAN BALANCE SHEET \xe2\x9c\x85O/S=12.2M \xe2\x9c\x85UPLIS\xe2\x80\xa6',4.0

|positive|,2019-02-12 ,b' RT @realsheepwolf: \xf0\x9f\xa6\x84 $FUSZD MERGING WITH SOUND CONCEPTS THIS MONTH \xe2\x9c\x85$15M REVENUE \xe2\x9c\x85CASH FLOW POSITIVE~~CLEAN BALANCE SHEET \xe2\x9c\x85O/S=12.2M \xe2\x9c\x85UPLIS\xe2\x80\xa6',4.0

|neutral|,2019-02-12 ,b' RT @Drugdoctor2014: $IBGR.009 is Red Hot this week! App is about to launch! $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS\xe2\x80\xa6',0.0

|positive|,2019-02-12 ,b' RT @GaryThomson14: Weekly Stock Market Review: Week #7 Top Stock Picks  https://t.co/fWL5f7qjau  #stockstowatch $MSFT $MU $NFLX $AAPL $NVDA\xe2\x80\xa6',2.0

|positive|,2019-02-12 ,"b' RT @vulken17: $DRUS Great comprehensive updates. Restructed debt, increasing margins of 25%, with an upcoming symbol cusip change hence a m\xe2\x80\xa6'",3.0

|neutral|,2019-02-12 ,b' RT @Drugdoctor2014: $IBGR.009 is Red Hot this week! App is about to launch! $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS\xe2\x80\xa6',0.0

|positive|,2019-02-12 ,b' Weekly Stock Market Review: Week #7 Top Stock Picks  https://t.co/fWL5f7qjau  #stockstowatch $MSFT $MU $NFLX $AAPL\xe2\x80\xa6 https://t.co/UeCSnXxRgi',2.0

|neutral|,2019-02-12 ,b' RT @Drugdoctor2014: $IBGR.009 is Red Hot this week! App is about to launch! $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS\xe2\x80\xa6',0.0

|neutral|,2019-02-12 ,b' RT @theflynews: REPORT: California governor eyes new data dividend $AMZN $GOOG $GOOGL $MSFT $TWTR $AAPL $IBM $INTC $FB $ORCL https://t.co/6\xe2\x80\xa6',0.0

|positive|,2019-02-12 ,"b' Financial Advantage Stake in Kinder Morgan $KMI Trimmed by $440,504; As Microsoft $MSFT Stock Value Declined, Mitch\xe2\x80\xa6 https://t.co/ykaMqXkpTB'",4.0

|negative|,2019-02-12 ,"b' Violich Capital Management Lowered By $721,620 Its Microsoft $MSFT Stake; Yorktown Management &amp; Research Co Has Cut\xe2\x80\xa6 https://t.co/ShzzClziwc'",-1.0

|neutral|,2019-02-12 ,b' Ehealth $EHTH Holder Cannell Capital Has Decreased Its Holding by $10.96 Million as Valuation Rose; Capital Advisor\xe2\x80\xa6 https://t.co/NbQbcaH1jh',0.0

|positive|,2019-02-12 ,"b' RT @vulken17: $DRUS Great comprehensive updates. Restructed debt, increasing margins of 25%, with an upcoming symbol cusip change hence a m\xe2\x80\xa6'",3.0

|neutral|,2019-02-12 ,"b' RT @christicash11: @mwlewan30 @MENHSK IMO ~ Sound Concepts is Royal aquisition for sure ! \xe2\x9e\xa1\xef\xb8\x8f 1 of many, many reasons we will keep rising. W\xe2\x80\xa6'",0.0

|positive|,2019-02-12 ,b' RT @realsheepwolf: \xf0\x9f\xa6\x84 $FUSZD MERGING WITH SOUND CONCEPTS THIS MONTH \xe2\x9c\x85$15M REVENUE \xe2\x9c\x85CASH FLOW POSITIVE~~CLEAN BALANCE SHEET \xe2\x9c\x85O/S=12.2M \xe2\x9c\x85UPLIS\xe2\x80\xa6',4.0

|neutral|,2019-02-12 ,"b' RT @christicash11: @mwlewan30 @MENHSK IMO ~ Sound Concepts is Royal aquisition for sure ! \xe2\x9e\xa1\xef\xb8\x8f 1 of many, many reasons we will keep rising. W\xe2\x80\xa6'",0.0

|positive|,2019-02-12 ,b' #estate asset watch - top money flow Tuesday ( price x volume traded ) $AMZN $NFLX $AAPL $EA $MSFT $FB $NVDA $TSLA\xe2\x80\xa6 https://t.co/o0tBzsq5dV',4.0

|positive|,2019-02-12 ,b' RT @realsheepwolf: \xf0\x9f\xa6\x84 $FUSZD: MAKING A STRONG MOVE BACK UP THE CHART \xe2\x9c\x85HUGE GLOBAL PARTNERS @Microsoft @salesforce @Oracle @Adobe  \xe2\x9c\x85UPLISTING\xe2\x80\xa6',3.0

|positive|,2019-02-12 ,"b' RT @realsheepwolf: $FUSZD: FOLKS NEED TO OPEN THEIR EYES, THE GREATEST TECH DISRUPTOR IN YEARS IS RIGHT HERE \xe2\x9c\x85O/S ONLY 12.2M \xe2\x9c\x85 52 WEEK HIGH\xe2\x80\xa6'",3.0

|positive|,2019-02-12 ,b' RT @crabbermike: $FUSZD @VerbTech_Co #taggCRM With Huge Partners &amp; ex #CIO of #Microsoft $JPM Managing Director on #Advisory AS WELL AS #SH\xe2\x80\xa6',1.0

|positive|,2019-02-12 ,b' RT @realsheepwolf: \xf0\x9f\xa6\x84 $FUSZD MERGING WITH SOUND CONCEPTS THIS MONTH \xe2\x9c\x85$15M REVENUE \xe2\x9c\x85CASH FLOW POSITIVE~~CLEAN BALANCE SHEET \xe2\x9c\x85O/S=12.2M \xe2\x9c\x85UPLIS\xe2\x80\xa6',4.0

|positive|,2019-02-12 ,b' U.S. #Technology Sector Setting Up for a Momentum Breakout Move....Here are a number of news factors which support\xe2\x80\xa6 https://t.co/cti4tcZGWR',2.0

|neutral|,2019-02-12 ,"b' @mwlewan30 @MENHSK IMO ~ Sound Concepts is Royal aquisition for sure ! \xe2\x9e\xa1\xef\xb8\x8f 1 of many, many reasons we will keep risi\xe2\x80\xa6 https://t.co/Y2eNNJCmPH'",0.0

|neutral|,2019-02-12 ,"b' $GOOGL $AAPL $QCOM $MSFT:  As Apple and Google Compete in Augmented Reality, Each Has Distinct Strengths:  https://t.co/32qvUnYl55'",0.0

|positive|,2019-02-12 ,b' RT @Preatorian91: $MSFT 65% #winning Long for +55% morning and short for +10% midday at GLOBAL TRADERS with @nourhammoury  reiss.trader #da\xe2\x80\xa6',4.0

|neutral|,2019-02-12 ,b' RT @BoB2Trader: $SQ $TWTR Founder/CEO #JackDorsey: #CashApp #LightningNetwork #Bitcoin integration not an \xe2\x80\x98if\xe2\x80\x99 but a \xe2\x80\x98when\xe2\x80\x99... https://t.co\xe2\x80\xa6',0.0

|neutral|,2019-02-12 ,b' Stewart &amp; Patten Co Has Lowered Microsoft $MSFT Holding by $1.53 Million; Valuation Declined; Becker Capital Manage\xe2\x80\xa6 https://t.co/tuaFJcUDme',0.0

|neutral|,2019-02-12 ,b' RT @theflynews: REPORT: California governor eyes new data dividend $AMZN $GOOG $GOOGL $MSFT $TWTR $AAPL $IBM $INTC $FB $ORCL https://t.co/6\xe2\x80\xa6',0.0

|neutral|,2019-02-12 ,"b' RT @aaaamhim: $IRNC party started $3 months ago, ran from 03-.14 2wks ago INSIDERS own 66%! $AAPL $CLDX $INTC $AMZN $MSFT $AKAM $CMCSA $PFE\xe2\x80\xa6'",0.0

|neutral|,2019-02-12 ,"b' Guardian Capital Advisors LP Has Decreased Its Stake in Microsoft $MSFT by $717,360 as Stock Value Declined; Fideli\xe2\x80\xa6 https://t.co/ArSkkFIplz'",0.0

|neutral|,2019-02-12 ,b' RT @theflynews: REPORT: California governor eyes new data dividend $AMZN $GOOG $GOOGL $MSFT $TWTR $AAPL $IBM $INTC $FB $ORCL https://t.co/6\xe2\x80\xa6',0.0

|positive|,2019-02-12 ,b' Intel $INTC Shareholder Park National Boosted Holding; Microsoft $MSFT Holder Stonebridge Capital Management Has Tr\xe2\x80\xa6 https://t.co/veGGwzJLak',1.0

|positive|,2019-02-12 ,"b' RT @vulken17: $DRUS Great comprehensive updates. Restructed debt, increasing margins of 25%, with an upcoming symbol cusip change hence a m\xe2\x80\xa6'",3.0

|neutral|,2019-02-12 ,b' RT @theflynews: REPORT: California governor eyes new data dividend $AMZN $GOOG $GOOGL $MSFT $TWTR $AAPL $IBM $INTC $FB $ORCL https://t.co/6\xe2\x80\xa6',0.0

|neutral|,2019-02-12 ,b' RT @theflynews: REPORT: California governor eyes new data dividend $AMZN $GOOG $GOOGL $MSFT $TWTR $AAPL $IBM $INTC $FB $ORCL https://t.co/6\xe2\x80\xa6',0.0

|neutral|,2019-02-12 ,b' REPORT: California governor eyes new data dividend $AMZN $GOOG $GOOGL $MSFT $TWTR $AAPL $IBM $INTC $FB $ORCL https://t.co/6f90b4OOvd',0.0

|positive|,2019-02-12 ,b' RT @realsheepwolf: \xf0\x9f\xa6\x84 $FUSZD MERGING WITH SOUND CONCEPTS THIS MONTH \xe2\x9c\x85$15M REVENUE \xe2\x9c\x85CASH FLOW POSITIVE~~CLEAN BALANCE SHEET \xe2\x9c\x85O/S=12.2M \xe2\x9c\x85UPLIS\xe2\x80\xa6',4.0

|positive|,2019-02-12 ,"b' RT @ipoguy: $FUSZD @VerbTech_Co #FastTrackToTheNasdaq ""I\'m interested in things that change the world or that affect the future and wondrou\xe2\x80\xa6'",2.0

|negative|,2019-02-12 ,b' RT @mcm_ct: the biggest tech names are NOT making highs with the indexes - this is a huge problem! $AAPL $GOOG $AMZN $MSFT https://t.co/S4v\xe2\x80\xa6',-1.0

|neutral|,2019-02-12 ,b' $DSCR $ORCL $FB $MSFT $TWTR $ADBE $AMFE $AMRN $OZK $PHUN $HMNY $SIRI $CVSI $GOPH $FMCC $FNMA $HEAR $QCOM $JCP $AMZN\xe2\x80\xa6 https://t.co/HVDXIUXYWa',0.0

|positive|,2019-02-12 ,"b' Royal Bank Of Scotland Group Plc Trimmed Position in Lazard LTD $LAZ by $479,760; Mitchell Capital Management Co Ha\xe2\x80\xa6 https://t.co/HeBv67gmnp'",2.0

|negative|,2019-02-12 ,"b"" Bill Gates: 'Extreme' Politicians Pushing For 70% Tax Rate Are 'Missing The Picture' https://t.co/59Dw7mkHo1 $MSFT $SPY  via @benzinga""",-2.0

|positive|,2019-02-12 ,"b"" RT @HCPG: We got stopped out of $AMD but looks like it's a go to swing $NFLX $LULU $GLW $MSFT $ROKU unless things crater in last 40mins""",1.0

|positive|,2019-02-12 ,"b' As Microsoft $MSFT Share Price Declined, Ami Asset Management Has Upped by $10.64 Million Its Position; Meristem Ll\xe2\x80\xa6 https://t.co/OH4V8HqE5V'",3.0

|positive|,2019-02-12 ,"b"" RT @HCPG: We got stopped out of $AMD but looks like it's a go to swing $NFLX $LULU $GLW $MSFT $ROKU unless things crater in last 40mins""",1.0

|positive|,2019-02-12 ,b' $MSFT 65% #winning Long for +55% morning and short for +10% midday at GLOBAL TRADERS with @nourhammoury  reiss.trad\xe2\x80\xa6 https://t.co/D2lsKRfYEO',4.0

|positive|,2019-02-12 ,b' Chartist Raised Its Microsoft $MSFT Holding; ONTEX GROUP NV ORDINARY SHARES BELGIUM $ONXXF Shorts Down By 0.92% https://t.co/VRtY7kkxNr',1.0

|positive|,2019-02-12 ,"b"" We got stopped out of $AMD but looks like it's a go to swing $NFLX $LULU $GLW $MSFT $ROKU unless things crater in last 40mins""",1.0

|neutral|,2019-02-12 ,"b' $IRNC party started $3 months ago, ran from 03-.14 2wks ago INSIDERS own 66%! $AAPL $CLDX $INTC $AMZN $MSFT $AKAM\xe2\x80\xa6 https://t.co/xFLcOqDjuy'",0.0

|neutral|,2019-02-12 ,"b"" $EA is blasting off end of day. Shorts are being squeezed... i guess they didn't see the reviews on this new game w\xe2\x80\xa6 https://t.co/4mBNZCQbM2""",0.0

|positive|,2019-02-12 ,b' \xf0\x9f\xa6\x84 $FUSZD MERGING WITH SOUND CONCEPTS THIS MONTH \xe2\x9c\x85$15M REVENUE \xe2\x9c\x85CASH FLOW POSITIVE~~CLEAN BALANCE SHEET \xe2\x9c\x85O/S=12.2M \xe2\x9c\x85\xe2\x80\xa6 https://t.co/AyEGgKyvds',4.0

|positive|,2019-02-12 ,b' At&amp;T $T Shareholder Security National Trust Co Decreased Holding as Share Value Declined; Woodstock Lowered Its Mic\xe2\x80\xa6 https://t.co/pMu1RhjZdH',2.0

|positive|,2019-02-12 ,b' U.S. #Technology Sector Setting Up for a Momentum Breakout Move....Here are a number of news factors which support\xe2\x80\xa6 https://t.co/Jp1EbmK7IZ',2.0

|neutral|,2019-02-12 ,b' $MSFT holding just above pDhi',0.0

|positive|,2019-02-12 ,"b' RT @vulken17: $DRUS Great comprehensive updates. Restructed debt, increasing margins of 25%, with an upcoming symbol cusip change hence a m\xe2\x80\xa6'",3.0

|positive|,2019-02-12 ,"b' RT @vulken17: $DRUS Great comprehensive updates. Restructed debt, increasing margins of 25%, with an upcoming symbol cusip change hence a m\xe2\x80\xa6'",3.0

|positive|,2019-02-12 ,b' #estate asset watch - most active stocks Tuesday - $AMD $GE $ECA $COTY $VALE $BAC $ACB $MU $UAA $SNAP $EA $NOK\xe2\x80\xa6 https://t.co/fLejHJgvpA',3.0

|positive|,2019-02-12 ,"b' BREAKING NEWS: Google Cloud $GOOD head, Thomas Kurian, states that the company is getting more aggressive w/ its ma\xe2\x80\xa6 https://t.co/lF99psDS5C'",1.0

|positive|,2019-02-12 ,b' RT @realsheepwolf: \xf0\x9f\xa6\x84 $FUSZD: MAKING A STRONG MOVE BACK UP THE CHART \xe2\x9c\x85HUGE GLOBAL PARTNERS @Microsoft @salesforce @Oracle @Adobe  \xe2\x9c\x85UPLISTING\xe2\x80\xa6',3.0

|positive|,2019-02-12 ,b' RT @realsheepwolf: \xf0\x9f\xa6\x84 $FUSZD: MAKING A STRONG MOVE BACK UP THE CHART \xe2\x9c\x85HUGE GLOBAL PARTNERS @Microsoft @salesforce @Oracle @Adobe  \xe2\x9c\x85UPLISTING\xe2\x80\xa6',3.0

|negative|,2019-02-12 ,"b"" $AMZN $MSFT New Google cloud boss Thomas Kurian warns, 'You will see us competing much more aggressively' https://t.co/aoBFfbueH9""",-2.0

|positive|,2019-02-12 ,b' RT @crabbermike: $FUSZD @VerbTech_Co #taggCRM With Huge Partners &amp; ex #CIO of #Microsoft $JPM Managing Director on #Advisory AS WELL AS #SH\xe2\x80\xa6',1.0

|positive|,2019-02-12 ,"b' RT @ipoguy: $FUSZD @VerbTech_Co #FastTrackToTheNasdaq ""I\'m interested in things that change the world or that affect the future and wondrou\xe2\x80\xa6'",2.0

|positive|,2019-02-12 ,b' RT @realsheepwolf: \xf0\x9f\xa6\x84 $FUSZD ON THE ROAD TO THE NASDAQ\xf0\x9f\x8f\x86PURE #UNICORN \xe2\x9d\x93WHEN IS THE LAST TIME YOUR OTC TICKER UPLISTED TO THE BIG BOARDS  $FUS\xe2\x80\xa6',1.0

|positive|,2019-02-12 ,b' Short sale volume (not short interest) for $AMJ on 2019-02-11 is 53%. https://t.co/mC3o3T06kN $UPRO 51% $PAYX 50% $MSFT 41% $SCZ 33%',1.0

|positive|,2019-02-12 ,"b' Taking a look at $MSFT #IncomeStatement. Gross Profit was increasing at a nice pace, but seems to flat the past 3 q\xe2\x80\xa6 https://t.co/JFkT1Tu5pm'",1.0

|negative|,2019-02-12 ,"b' $INTC has been basing for about 6+ months, when it goes its gonna pull  a $MSFT and shoot to the 100 mark, not to h\xe2\x80\xa6 https://t.co/a9ju1399YA'",-1.0

|positive|,2019-02-12 ,"b' RT @ipoguy: $FUSZD @VerbTech_Co #FastTrackToTheNasdaq ""I\'m interested in things that change the world or that affect the future and wondrou\xe2\x80\xa6'",2.0

|positive|,2019-02-12 ,"b"" I hope you're not short $MSFT ! It's coiled up above the moving averages. https://t.co/GSBiflpPzv""",2.0

|neutral|,2019-02-12 ,b' RT @Futurist_Invest: Microsofts $MSFT HoloLens has an app to trade the markets in #AugmentedReality !!!  #AR #virtualreality #VR #stocks #F\xe2\x80\xa6',0.0

|positive|,2019-02-12 ,"b' RT @vulken17: $DRUS Great comprehensive updates. Restructed debt, increasing margins of 25%, with an upcoming symbol cusip change hence a m\xe2\x80\xa6'",3.0

|neutral|,2019-02-12 ,b' RT @Barchart: Afternoon Price Volume Leaders $AMZN $AAPL $NFLX $EA $MSFT $FB $NVDA See the full list at https://t.co/gT09fRBUzS https://t.c\xe2\x80\xa6',0.0

|negative|,2019-02-12 ,b' Finally all out of $MSFT for a 50% loss. No more lotto trades on my small account challenge. All cash and ready for\xe2\x80\xa6 https://t.co/RvLSukiWUk',-5.0

<<<<<<< HEAD
|positive|,2019-02-12 ,"b' $DRUS Great comprehensive updates. Restructed debt, increasing margins of 25%, with an upcoming symbol cusip change\xe2\x80\xa6 https://t.co/caHpLGzIgg'",3.0

=======
>>>>>>> 7df41df94db234ca11ec49826c1af49c4082c227
|neutral|,2019-02-13 ,b' RT @UHDTrader: @DylanLuckyM @VerbTech_Co $FUSZD - @VerbTech_Co #TaggCRM App with 49 Five \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f User Reviews already on #Apple @AppStor\xe2\x80\xa6',0.0

|neutral|,2019-02-13 ,b' RT @UHDTrader: @DylanLuckyM @VerbTech_Co $FUSZD - @VerbTech_Co #TaggCRM App with 49 Five \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f User Reviews already on #Apple @AppStor\xe2\x80\xa6',0.0

|neutral|,2019-02-13 ,b' @DylanLuckyM @VerbTech_Co $FUSZD - @VerbTech_Co #TaggCRM App with 49 Five \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f User Reviews already on #Apple\xe2\x80\xa6 https://t.co/QLMLfNcWG3',0.0

|neutral|,2019-02-13 ,b' #LinkedIn adding live #videostreaming with assist from #Microsoft https://t.co/2620g21sGL #LinkedInLive\xe2\x80\xa6 https://t.co/x9HxBNWoAc',0.0

|neutral|,2019-02-13 ,b' $AAPL $LLY $GE $MU $CVE $NVDA $FB $NFLX $ATVI $CSCO $TWTR $BAC $AMZN $AMD $SNAP $ZNGA $TSLA $TWLO $FCX $BABA $VALE\xe2\x80\xa6 https://t.co/zwkMTqNbrk',0.0

|negative|,2019-02-13 ,"b' Wed (2/13/19) trading range % &lt; 10% (Min $5, Vol &gt; 750K, Opt Vol in any strike &gt; 500): $RIO $FCAU $FLR $GS $MGNX\xe2\x80\xa6 https://t.co/XQEelGpDS7'",-1.0

|negative|,2019-02-13 ,"b' @OptionsAction @RiskReversal Worst show ever last week.. these guys recommended $GOOGL puts, $MSFT puts and $IWM pu\xe2\x80\xa6 https://t.co/KIPKR0XtFW'",-1.0

|positive|,2019-02-13 ,"b' RT @alex: takes a lot of $ to build a pub cloud, but am happy to see lots of competition to do it well https://t.co/1PqVJmlBtj - with $AMZN\xe2\x80\xa6'",3.0

|neutral|,2019-02-13 ,b' RT @PDFStreaming: What is Microsoft Flow? https://t.co/WWGpgjBYQZ $MSFT #Microsoft #Flow #Cloud #Apps #Office',0.0

|positive|,2019-02-13 ,b' RT @MDTrades12: $QQQ interesting close above the major .618 at 170.70; but rejected off the 200d sma at 171.79 (hod = 172.16); tech faded a\xe2\x80\xa6',1.0

|neutral|,2019-02-13 ,b' RT @PDFStreaming: What is Microsoft Flow? https://t.co/WWGpgjBYQZ $MSFT #Microsoft #Flow #Cloud #Apps #Office',0.0

|negative|,2019-02-13 ,"b' This Sector Stalled, Is The Rally Over? $SPX $AMZN $FB $AAPL $GOOGL $MSFT $NDX $XLE $XLF $TNX https://t.co/ZI828WBDYk'",-2.0

|neutral|,2019-02-13 ,b' @hks55 $MSFT should not have been up here in the first place',0.0

|neutral|,2019-02-13 ,b' RT @PDFStreaming: What is Microsoft Flow? https://t.co/WWGpgjBYQZ $MSFT #Microsoft #Flow #Cloud #Apps #Office',0.0

|neutral|,2019-02-13 ,"b' Warren Buffett Stocks: Who Joins Nvidia, Alibaba, Facebook On This Screen?  \xe2\x80\x9cWarren, what are you waiting for? - gr\xe2\x80\xa6 https://t.co/CD9YgHEtNt'",0.0

|positive|,2019-02-13 ,b' RT @crabbermike: $FUSZD @VerbTech_Co #taggCRM With Huge Partners &amp; ex #CIO of #Microsoft $JPM Managing Director on #Advisory AS WELL AS #SH\xe2\x80\xa6',1.0

<<<<<<< HEAD
=======
|neutral|,2019-02-13 ,"b"" $MSFT closes within previous day's range after lackluster session: https://t.co/IvPtxNVEhw Sentiment: Neutral #MSFT #Microsoft""",0.0

>>>>>>> 7df41df94db234ca11ec49826c1af49c4082c227
|negative|,2019-02-13 ,b' Remember when $MSFT made a $45 Billion hostile bid for Yahoo..',-2.0

|neutral|,2019-02-13 ,b' $MSFT looking like things can get scary here https://t.co/iG5vZEBwPo',0.0

|positive|,2019-02-13 ,b' RT @Stock_Billions_: 13d out after hours $SHLDQ looks great!! #Sears on all radars today \xf0\x9f\x92\xa5 $BGFT $WDBGD $KATX $NOUV $SHLDQ $RNVA $MSPC $HPI\xe2\x80\xa6',3.0

|neutral|,2019-02-13 ,b' @hks55 $Msft aint going there bar a serious recession globally. $BA has a better bearish megaphone under construction . #dowjones #DJIA',0.0

|positive|,2019-02-13 ,b' RT @realsheepwolf: \xf0\x9f\xa6\x84\xc2\xa0$FUSZD: HEADED TO THE BIG BOARDS WITH ALL MAJOR TECH CORPS ONBOARD \xe2\x9c\x85TaggCRM now available in the $AAPL iTunes store an\xe2\x80\xa6',1.0

|neutral|,2019-02-13 ,"b' RT @theflynews: #SocialStocks: Twitter reports surprising user data, LinkedIn finally going live $TWTR $SNAP $FB $MSFT $GOOG $GOOGL https:/\xe2\x80\xa6'",0.0

|neutral|,2019-02-13 ,"b' RT @GetInEarly: \xf0\x9f\x93\xa3$FUSZD NEWZ OUT! VERB \xe2\x80\x99s TaggCRM Interactive Video-Based Mobile App Now Available in Apple, $AAPL App Store and Google, $G\xe2\x80\xa6'",0.0

|positive|,2019-02-13 ,"b' RT @UHDTrader: $FUSZD - Like Buying Stock in @Microsoft $MSFT &amp; @salesforce $CRM When they were Startups! Oh Wait, We are Partnered with Bo\xe2\x80\xa6'",2.0

|positive|,2019-02-13 ,b' RT @MDTrades12: $QQQ interesting close above the major .618 at 170.70; but rejected off the 200d sma at 171.79 (hod = 172.16); tech faded a\xe2\x80\xa6',1.0

|positive|,2019-02-13 ,"b' REINSTATEMENT, updates coming and a great SS $qqq $aapl $tvix $veon $csco $sir $rook $mu $msft $fb $sqqq $intc\xe2\x80\xa6 https://t.co/olYH57D9cg'",3.0

|positive|,2019-02-13 ,"b' REINSTATEMENT, updates coming and a great SS $msft $amzn $fb $goog $jnj $jpm $googol $abc $wfc $wmt $cvx $hd $pg\xe2\x80\xa6 https://t.co/esLqGxhrTs'",3.0

|positive|,2019-02-13 ,"b' REINSTATEMENT, updates coming and a great SS $ARW $STNG $F $DAL $UVXY $BBD $FCX $MSFT $IQ $PFE $USO $C $XLE $AKS\xe2\x80\xa6 https://t.co/6xmA0uk9Ip'",3.0

|neutral|,2019-02-13 ,"b' RT @GetInEarly: @BelowAvgTrader @VerbTech_Co \xf0\x9f\x93\xa3$FUSZD NEWZ OUT! VERB \xe2\x80\x99s TaggCRM Interactive Video-Based Mobile App Now Available in Apple, $\xe2\x80\xa6'",0.0

|positive|,2019-02-13 ,b' $QQQ interesting close above the major .618 at 170.70; but rejected off the 200d sma at 171.79 (hod = 172.16); tech\xe2\x80\xa6 https://t.co/zUviD0gjF7',1.0

|neutral|,2019-02-13 ,b' $csco CEO sounding incredibly bullish on the earnings call.  $ORCL $AYX $SHOP $SPOT $GOOG $SPY $SPX $QQQ $TQQQ $STX\xe2\x80\xa6 https://t.co/Q2jnEv2RzU',0.0

|positive|,2019-02-13 ,"b' RT @alex: takes a lot of $ to build a pub cloud, but am happy to see lots of competition to do it well https://t.co/1PqVJmlBtj - with $AMZN\xe2\x80\xa6'",3.0

|neutral|,2019-02-13 ,"b' $GOOGL $AMZN $MSFT $CSCO:  ICYMI: Google\xe2\x80\x99s $13 Billion Investment, Major Tailwinds Powered U.S. Stocks:  https://t.co/yS3tIQblRU'",0.0

|positive|,2019-02-13 ,b' RT @TraceyRyniec: End of an Era: Big tech stocks are now value stocks. Not growth. $IBM $SNE $CSCO $INTC $MSFT $AAPL https://t.co/kTf2MpW8i5',3.0

|neutral|,2019-02-13 ,b' RT @mcm_ct: Hmmm  $MSFT $SPX $INDU $AAPL $GOOG $NFLX $AMZN https://t.co/gmUawlbk3o',0.0

|neutral|,2019-02-13 ,"b' RT @UTR_INFO: Some #OPTIONS action in the room today. Mainly $SPX almost 4bagged it into EOD, $SPY $TWTR (went 400% but sold way early) $AM\xe2\x80\xa6'",0.0

